,user,date created,number of likes,retweets,source of tweet,tweet,clean_text,topics
478,JosepBorrellF,2022-11-06,297,155,Twitter Media Studio,"The planet is crying for ambitious climate action to save future generations#COP27 needs to pave way for speedy green transition, adequate adaption plans and turning mitigation targets into actionWe are running out of time, but avoiding climate catastrophe is still within reach",planet crying ambitious climate action save future generations needs pave way speedy green transition adequate adaption plans turning mitigation targets actionwe running time avoiding climate catastrophe still within reach,0_climate_must_change_world
479,UN_CFS,2022-11-06,296,100,Twitter Web App,#COP27 starts today.It will be a historic opportunity to put #Agriculture and #FoodSystems front and center in the climate change discussions.We must make #COP27 count for people and planet.,starts today it historic opportunity put front center climate change discussions we must make count people planet ,0_climate_must_change_world
480,CodeRedEarth,2022-11-07,294,112,Twitter Web App,#Cop27 and yet the oil industry that brought humanity here was the biggest delegation last year at COP and probably this year ..Maybe the scientists should be the biggest show at COP  eh?#cop27egypt,yet oil industry brought humanity biggest delegation last year cop probably year maybe scientists biggest show cop eh ,0_climate_must_change_world
481,WMO,2022-11-07,293,163,Twitter Web App,"The global mean sea level rise rate has doubled since 1993. It rose by nearly 10 mm since Jan 2020 to a new record high. This rise will continue, threatening millions of coastal dwellers.Followers of #COP27: This is the #StateOfClimate. at",global mean sea level rise rate doubled since rose nearly mm since jan new record high rise continue threatening millions coastal dwellers followers ,0_climate_must_change_world
482,NaomiAKlein,2022-11-07,292,75,Twitter Web App,"Most of the regimes critics are not able to get to #SharmElSheikh. Many Egyptians who r there have been vetted by the regime. With rampant surveillance, those who speak out are in extreme danger. Rights groups warn of a severe crackdown after #COP27",regimes critics able get many egyptians r vetted regime rampant surveillance speak extreme danger rights groups warn severe crackdown,1_egypt_climate_crisis_russia
483,ChillaxBcn,2022-11-07,292,15,Twitter Web App,You didn't even want to go to #COP27 . Hypocrite.,n't even want go hypocrite ,-1_climate_minister_world_president
484,GerryHassan,2022-11-06,292,95,Twitter Web App,"Laura Kuenssberg opens #bbcllauraurak asking: ""Can we afford to tackle the climate crisis?"" That is either lazy journalism or GB News lite dismissal. It is way out of date in the midst of a climate crisis. #COP27",laura kuenssberg opens asking afford tackle climate crisis '' either lazy journalism gb news lite dismissal way date midst climate crisis ,0_climate_must_change_world
485,BethRigby,2022-11-02,292,49,Twitter for iPhone,Sunak is now going to #COP27 As is Boris Johnson,sunak going boris johnson,0_climate_must_change_world
486,FacundoSavala,2022-11-07,290,84,Twitter Web App,Why did Nicola Sturgeon NEED to be at #cop27 in person? #ElsieMcSelfie #ResignSturgeon,nicola sturgeon need person ,-1_climate_minister_world_president
487,MarthaTHEStudio,2022-11-04,290,75,Twitter for Android,"Happy #FollowBackFriday to all of you fighting for #Equality, #SocialJustice and the #Planet.We will win.#COP27",happy fighting we win ,-1_climate_minister_world_president
488,Monasosh,2022-11-07,289,157,Twitter for Android,"It's dark now in #Egypt, prison is locked down, no services left nothing Mama,  Ragia and a family friend remain there, officers as well although they haven't appeared in hours WE ARE STILL WAITING FOR A LETTER, THIS IS SO WORRYING ON TOP OF EVERYTHING ELSE #FreeAlaa #Cop27",'s dark prison locked services left nothing mama ragia family friend remain officers well although n't appeared hours still waiting letter worrying top everything else,3_alaa_strike_prison_water
489,COP27P,2022-11-05,288,150,Sprout Social,"Tune in tomorrow, November 6th at 10 AM (GMT+2) to watch the opening ceremony of #COP27 LIVE.Live stream: #TogetherForImplementation",tune tomorrow november th gmt watch opening ceremony live live stream ,-1_climate_minister_world_president
490,NaomiAKlein,2022-11-02,288,75,Twitter Web App,A modest suggestion: make sure British citizen and pro-democracy activist Alaa Abd El Fattah is out of Sisi's dungeon and reunited with his family in London before you arrive in #Egypt or you won't hear the end of it. #Cop27,modest suggestion make sure british citizen pro democracy activist alaa abd el fattah sisi 's dungeon reunited family london arrive wo n't hear end ,3_alaa_strike_prison_water
491,sgrmuk,2022-11-07,286,143,Twitter for Android,"We now have a globalist, unelected PM squatting on a mandate that isn't his who's now spaffing millions of our money away on his #Cop27 cronies as we the ""plebs"" look on and say who the F voted for him? ",globalist unelected pm squatting mandate n't 's spaffing millions money away cronies plebs '' look say f voted ,0_climate_must_change_world
492,AfricaEuropeFdn,2022-11-05,286,21,Twitter for Advertisers,#COP27 kicks off in a few hours! will participate to: Drive the conversation on our climate-related workTake stock of what is discussed at COP27 Advocate for key recommendations aligned with the AU-EU partnership More ,kicks hours participate drive conversation climate related worktake stock discussed cop advocate key recommendations aligned au eu partnership,-1_climate_minister_world_president
493,gorbalsgoebbels,2022-11-07,284,61,Twitter for iPad,Nicola Sturgeon is a devolved administrator.Her remit is for internal and domestic matters.Seriously WTAF is she doing at #COP27?Its like sending Joey Essex to NASAs Planetary Mechanics Convention.,nicola sturgeon devolved administrator her remit internal domestic matters seriously wtaf like sending joey essex nasas planetary mechanics convention ,-1_climate_minister_world_president
494,Monasosh,2022-10-31,284,289,Twitter for Android,"Alaa is done! He won't go through another year in this horrid nightmareHe wrote to us: starting tomorrow full hunger strike, no calorie intake whatsoeverStarting Novemeber 6th with #Cop27 he will go on a water strikeIf   don't resolve this he will die",alaa done wo n't go another year horrid nightmarehe wrote us starting tomorrow full hunger strike calorie intake whatsoeverstarting novemeber th go water strikeif n't resolve die,3_alaa_strike_prison_water
495,Environment_Ke,2022-11-02,282,52,Twitter for Android,"Happening now! Environment and Forestry, Cabinet Secretary, Hon Soipan Tuya arrives for the United Nations Framework Convention on Climate Change (UNFCCC) COP 27 in Sharm El Sheikh, Egypt.The CS is currently attending the Africa Group of Negotiators preparatory meeting #COP27",happening environment forestry cabinet secretary hon soipan tuya arrives united nations framework convention climate change unfccc cop sharm el sheikh egypt the cs currently attending africa group negotiators preparatory meeting,2_sheikh_sharm_el_summit
496,COP27P,2022-11-02,280,87,Sprout Social,"#COPTV has arrived, live from Sharm El Sheikh! Tune in to keep up with the latest on-ground action and be part of the conversations at #COP27. #TogetherForImplementation",arrived live sharm el sheikh tune keep latest on ground action part conversations ,2_sheikh_sharm_el_summit
497,hossambahgat,2022-11-07,278,31,Twitter for iPhone,Look who made it to the Blue Zone despite his governments best efforts. Thanks very much  and all who have helped #COP27,look made blue zone despite governments best efforts thanks much helped,0_climate_must_change_world
498,andersen_inger,2022-11-05,274,130,Twitter for iPhone,"Powerful piece here from  on what #COP27 must mean for Africa. Climate action and renewables are not a luxury: they are indivisible for building peace, security, stability and prosperity.",powerful piece must mean africa climate action renewables luxury indivisible building peace security stability prosperity ,0_climate_must_change_world
499,LossandDamage,2022-11-07,273,157,Twitter Web App,"We must acknowledge a harsh truth, there is no adapting to a growing number of catastrophes causing enormous suffering around the world. The deadly impacts of #ClimateChange are here and now. #LossAndDamage can no longer be swept under the rug.  SG at #COP27.",must acknowledge harsh truth adapting growing number catastrophes causing enormous suffering around world deadly impacts longer swept rug sg ,0_climate_must_change_world
